"","price.open","price.high","price.low","price.close","volume","price.adjusted","ref.date","ticker","ret.adjusted.prices","ret.closing.prices"
"220",212,213.970001,211.509995,213.279999,23913700,213.279999,2019-09-05,"AAPL",0.0195515892771969,0.0195515892771969
"221",214.050003,214.419998,212.509995,213.259995,19362300,213.259995,2019-09-06,"AAPL",-9.3792198489262e-05,-9.3792198489262e-05
"222",214.839996,216.440002,211.070007,214.169998,27309400,214.169998,2019-09-09,"AAPL",0.00426710598019087,0.00426710598019087
"223",213.860001,216.779999,211.710007,216.699997,31777900,216.699997,2019-09-10,"AAPL",0.0118130411524775,0.0118130411524775
"224",218.070007,223.710007,217.729996,223.589996,44289600,223.589996,2019-09-11,"AAPL",0.0317951042703521,0.0317951042703521
"225",224.800003,226.419998,222.860001,223.089996,32226700,223.089996,2019-09-12,"AAPL",-0.00223623600762535,-0.00223623600762535
"226",220,220.789993,217.020004,218.75,39763300,218.75,2019-09-13,"AAPL",-0.0194540144238472,-0.0194540144238472
"227",217.729996,220.130005,217.559998,219.899994,21158100,219.899994,2019-09-16,"AAPL",0.00525711542857143,0.00525711542857143
"228",219.960007,220.820007,219.119995,220.699997,18318700,220.699997,2019-09-17,"AAPL",0.00363803102241111,0.00363803102241111
"229",221.059998,222.850006,219.440002,222.770004,25340000,222.770004,2019-09-18,"AAPL",0.00937927969251406,0.00937927969251406
"230",222.009995,223.759995,220.369995,220.960007,22060600,220.960007,2019-09-19,"AAPL",-0.00812495833146376,-0.00812495833146376
"231",221.380005,222.559998,217.470001,217.729996,55413100,217.729996,2019-09-20,"AAPL",-0.0146180797324106,-0.0146180797324106
"232",218.949997,219.839996,217.649994,218.720001,19165500,218.720001,2019-09-23,"AAPL",0.00454693895277525,0.00454693895277525
"233",221.029999,222.490005,217.190002,217.679993,31190800,217.679993,2019-09-24,"AAPL",-0.0047549743747487,-0.0047549743747487
"234",218.550003,221.5,217.139999,221.029999,21903400,221.029999,2019-09-25,"AAPL",0.01538959071907,0.01538959071907
"235",220,220.940002,218.830002,219.889999,18833500,219.889999,2019-09-26,"AAPL",-0.00515767092773689,-0.00515767092773689
"236",220.539993,220.960007,217.279999,218.820007,25352000,218.820007,2019-09-27,"AAPL",-0.00486603303863753,-0.00486603303863753
"237",220.899994,224.580002,220.789993,223.970001,25977400,223.970001,2019-09-30,"AAPL",0.0235352976659031,0.0235352976659031
"238",225.070007,228.220001,224.199997,224.589996,34805800,224.589996,2019-10-01,"AAPL",0.00276820555088553,0.00276820555088553
"239",223.059998,223.580002,217.929993,218.960007,34612300,218.960007,2019-10-02,"AAPL",-0.0250678529777436,-0.0250678529777436
"240",218.429993,220.960007,215.130005,220.820007,28606500,220.820007,2019-10-03,"AAPL",0.00849470195714797,0.00849470195714797
"241",225.639999,227.490005,223.889999,227.009995,34619700,227.009995,2019-10-04,"AAPL",0.0280318259386705,0.0280318259386705
"242",226.270004,229.929993,225.839996,227.059998,30576500,227.059998,2019-10-07,"AAPL",0.000220267834462495,0.000220267834462495
"243",225.820007,228.059998,224.330002,224.399994,27955000,224.399994,2019-10-08,"AAPL",-0.0117149829271117,-0.0117149829271117
"244",227.029999,227.789993,225.639999,227.029999,18692600,227.029999,2019-10-09,"AAPL",0.011720165197509,0.011720165197509
"245",227.929993,230.440002,227.300003,230.089996,28253400,230.089996,2019-10-10,"AAPL",0.0134783817710364,0.0134783817710364
"246",232.949997,237.639999,232.309998,236.210007,41698900,236.210007,2019-10-11,"AAPL",0.0265983358963593,0.0265983358963593
"247",234.899994,238.130005,234.669998,235.869995,24106900,235.869995,2019-10-14,"AAPL",-0.00143944790620154,-0.00143944790620154
"248",236.389999,237.649994,234.880005,235.320007,21840000,235.320007,2019-10-15,"AAPL",-0.00233174211073339,-0.00233174211073339
"249",233.369995,235.240005,233.199997,234.369995,18475800,234.369995,2019-10-16,"AAPL",-0.00403710679814839,-0.00403710679814839
"250",235.089996,236.149994,233.520004,235.279999,16896300,235.279999,2019-10-17,"AAPL",0.00388276664852083,0.00388276664852083
"251",234.589996,237.580002,234.289993,236.410004,21772221,236.410004,2019-10-18,"AAPL",0.00480280943897826,0.00480280943897826
